Hroznýšek pestrý ,Plazi / Profil,2000 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=705,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=705
Hroznýšovec duhový ,Plazi / Profil,1500 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=67,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=67
Hroznýšovec kubánský ,Plazi / Profil,1500 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=68,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=68
Husa císařská ,Ptáci,2500 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=1381,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=1381
Husa labutí domácí ,Ptáci,1500 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=1306,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=1306
Husa malá ,Ptáci / Profil,1000 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=109,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=109
Husička stromová *,Ptáci / Profil,1000 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=1171,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=1171
Husovec stračí ,Ptáci / Profil,1000 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=431,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=431
Hutia konga (= stromová) ,Savci,1000 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=369,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=369
Hyena čabraková ,Savci / Profil,6000 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=311,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=311
Hýl mexický ,Ptáci / Profil,1000 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=909,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=909
Hýl obecný ,Ptáci / Profil,1000 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=854,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=854
Ibis bílý ,Ptáci / Profil,3000 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=99,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=99
Ibis hagedaš *,Ptáci / Profil,3000 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=1024,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=1024
Ibis hnědý ,Ptáci / Profil,3000 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=1025,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=1025
Ibis rudý ,Ptáci / Profil,3000 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=98,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=98
Ibis skalní ,Ptáci / Profil,3000 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=100,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=100
Ibis slámokrký ,Ptáci / Profil,3000 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=1277,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=1277
Irena tyrkysová ,Ptáci / Profil,1000 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=602,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=602
Jaguarundi ,Savci / Profil,5000 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=329,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=329
Jelen bělohubý ,Savci,5000 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=1363,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=1363
Jelen lyrorohý ,Savci / Profil,5000 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=394,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=394
Jeřáb bělošíjí ,Ptáci / Profil,2500 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=175,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=175
Jeřáb laločnatý ,Ptáci / Profil,2500 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=1173,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=1173
Jeřáb mandžuský ,Ptáci / Profil,2500 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=570,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=570
Jeřáb panenský ,Ptáci / Profil,2500 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=173,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=173
Jeřáb rajský ,Ptáci / Profil,2500 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=172,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=172
Jespák bojovný ,Ptáci / Profil,1500 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=1174,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=1174
Ještěrka obecná ,Plazi / Profil,1000 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=833,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=833
Ještěrka paví ,Plazi / Profil,1000 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=1135,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=1135
Ještěrka zelená ,Plazi / Profil,1000 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=1319,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=1319
Ještěrkovec velký ,Plazi / Profil,1000 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=520,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=520
Ježek bělobřichý ,Savci / Profil,2000 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=1290,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=1290
Ježek západní *,Savci / Profil,2000 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=1130,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=1130
Ježura australská ,Savci / Profil,5000 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=269,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=269
Kachna bahamská (= ostralka bělolící) ,Ptáci,1000 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=117,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=117
Kachna patagonská (= vlasatá) ,Ptáci,1000 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=737,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=737
Kachna temná ,Ptáci / Profil,1000 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=1175,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=1175
Kachnice bělohlavá ,Ptáci / Profil,1000 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=538,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=538
Kachnička mandarínská ,Ptáci / Profil,1000 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=116,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=116
Kachnička obojková ,Ptáci / Profil,1000 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=1245,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=1245
Kachnička šedoboká ,Ptáci / Profil,1000 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=485,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=485
Kajmanka supí ,Plazi / Profil,2000 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=35,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=35
Kaloň egyptský ,Savci / Profil,2000 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=878,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=878
Kaloň rodriguezský (= zlatý) ,Savci,2000 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=1057,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=1057
Kaložrout pruhovaný ,Ryby / Profil,1000 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=871,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=871
Kaložrout skvrnitý ,Ryby / Profil,1000 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=948,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=948
Kančil černavý (= balabacký) ,Savci,3000 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=1283,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=1283
Káně lesní ,Ptáci / Profil,1500 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=2,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=2
Kapr obecný ,Ryby,1000 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=1310,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=1310
Karakal ,Savci / Profil,5000 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=1031,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=1031
Karas stříbřitý ,Ryby,1000 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=1038,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=1038
Karetka novoguinejská ,Plazi / Profil,2000 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=839,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=839
Kasuár přílbový ,Ptáci / Profil,8000 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=84,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=84
Ketupa malajská ,Ptáci / Profil,3000 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=642,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=642
Kiang východní ,Savci / Profil,5000 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=376,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=376
Kladivouš africký ,Ptáci / Profil,3000 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=1176,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=1176
Klokan bažinný ,Savci / Profil,3000 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=1284,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=1284
Klokan Bennettův ,Savci / Profil,3000 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=649,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=649
Klokan Hagenův ,Savci,3000 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=1285,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=1285
Klokan horský východní ,Savci / Profil,7000 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=1330,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=1330
Klokan parma ,Savci / Profil,3000 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=643,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=643
Klokan rudý ,Savci / Profil,7000 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=271,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=271
Klokánek králíkovitý ,Savci / Profil,2000 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=590,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=590
Kočka palawanská ,Savci,5000 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=1379,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=1379
Kočka rybářská ,Savci / Profil,5000 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=741,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=741
Kolpík bílý ,Ptáci / Profil,3000 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=102,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=102
Kolpík růžový ,Ptáci / Profil,3000 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=498,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=498
Komba Garnettova ,Savci,2000 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=1028,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=1028
Komba jižní ,Savci / Profil,2000 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=1321,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=1321
Komba ušatá ,Savci / Profil,2000 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=285,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=285
Kondor královský *,Ptáci / Profil,3000 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=1350,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=1350
Konipas bílý ,Ptáci / Profil,1000 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=1332,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=1332
Korálovka Ruthvenova ,Plazi / Profil,1500 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=77,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=77
Korela chocholatá ,Ptáci / Profil,1000 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=907,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=907
Koroptev hnědoprsá ,Ptáci / Profil,1000 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=1257,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=1257
Koroptev polní *,Ptáci / Profil,1000 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=1326,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=1326
Korunáč šedomodrý *,Ptáci / Profil,1500 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=447,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=447
Kos černý ,Ptáci / Profil,1000 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=1086,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=1086
Kotul veverovitý ,Savci / Profil,5000 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=746,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=746
Koza domácí ,Savci / Profil,2000 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=1213,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=1213
Kozorožec kavkazský ,Savci / Profil,3000 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=405,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=405
Krajta Albertisova ,Plazi / Profil,2000 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=522,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=522
Krajta královská *,Plazi / Profil,2000 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=73,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=73
Krajta nachová ,Plazi / Profil,2000 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=985,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=985
Krajta tygrovitá ,Plazi,2000 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=71,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=71
Krajta zelená ,Plazi / Profil,2000 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=75,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=75
Králík domácí ,Savci / Profil,1000 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=576,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=576
Krátkokrčka červenobřichá ,Plazi / Profil,1500 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=927,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=927
Krkavec velký ,Ptáci / Profil,2000 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=261,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=261
Kruhochvost nížinný ,Plazi / Profil,1000 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=717,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=717
Krůta domácí (= krocan domácí) ,Ptáci,1500 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=1049,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=1049
Krysa akáciová ,Savci / Profil,1000 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=359,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=359
Krysa velká ,Savci / Profil,1000 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=1027,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=1027
Křeček velký ,Savci / Profil,1000 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=345,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=345
Křivozobka kaštanová (=kaštanovohřbetá) ,Ptáci,1000 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=1360,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=1360
Křovinář ostnitý ,Plazi / Profil,1500 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=1252,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=1252
Kulíšek nejmenší *,Ptáci / Profil,3000 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=218,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=218
Kůň Převalského ,Savci / Profil,8000 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=373,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=373
Kur cejlonský ,Ptáci / Profil,1000 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=1328,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=1328
Kur domácí ,Ptáci / Profil,1500 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=1048,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=1048
Kuskus pozemní ,Savci / Profil,4000 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=592,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=592
Kvakoš noční ,Ptáci / Profil,2000 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=90,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=90
Kystráček indonéský ,Ptáci / Profil,1000 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=1192,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=1192
Kystráček modrolící ,Ptáci / Profil,1000 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=1138,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=1138
Labeo černé *,Ryby / Profil,1000 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=949,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=949
Labeo červenoocasé *,Ryby / Profil,1000 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=950,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=950
Labeo krásnoploutvé *,Ryby,1000 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=952,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=952
Lachtan jihoafrický ,Savci / Profil,10000 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=338,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=338
Lama alpaka ,Savci,5000 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=389,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=389
Lama guanako ,Savci,5000 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=388,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=388
Latam vlaštovčí *,Ptáci / Profil,1500 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=1274,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=1274
Ledňák modrokřídlý ,Ptáci / Profil,3000 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=475,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=475
Leguán kubánský ,Plazi / Profil,3000 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=50,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=50
Leguán kyjoocasý ,Plazi / Profil,1500 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=1308,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=1308
Leguán modravý ,Plazi,15000 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=1193,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=1193
Leguán nosorohý ,Plazi / Profil,3000 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=51,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=51
Leguán pustinný ,Plazi / Profil,1500 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=1376,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=1376
Leguánek haitský ,Plazi / Profil,1000 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=1375,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=1375
Leguánek modravý ,Plazi / Profil,1000 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=1105,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=1105
Leguánek ostnitý ,Plazi / Profil,1000 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=814,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=814
Leguánek pruhoocasý ,Plazi / Profil,1000 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=1250,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=1250
Leguánovec obojkový ,Plazi / Profil,1000 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=671,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=671
Lelkoun soví ,Ptáci / Profil,1000 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=230,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=230
Lemčík černouchý *,Ptáci / Profil,1500 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=1177,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=1177
Lemur černý (= tmavý) ,Savci,5000 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=682,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=682
Lemur kata ,Savci / Profil,5000 CZK,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?zvire=277,https://www.zoopraha.cz/registrace-sponzori-adopce/zadavani.php?dar=1&zvire=277
